"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SABPH2760","SABPH2819","SABPH2900","SABPH2947","SABPH2986"
"group_59","","Transposase IS200 like protein","2","2","1","1","957","30","2","","221","221","221","BPOBBBHG_00098","","","","GIPNDHBP_00120"
"group_593","","hypothetical protein","2","2","1","1","1104","6","46","","473","473","473","","","LDKIDLOJ_00257","HHCDGDKF_00310",""
"group_594","","hypothetical protein","2","2","1","1","1102","6","40","","374","374","374","","","LDKIDLOJ_00258","HHCDGDKF_00311",""
"group_595","","hypothetical protein","2","2","1","1","1101","6","39","","389","389","389","","","LDKIDLOJ_00259","HHCDGDKF_00312",""
"group_596","","hypothetical protein","2","2","1","1","1100","6","38","","392","392","392","","","LDKIDLOJ_00260","HHCDGDKF_00313",""
"group_600","","hypothetical protein","2","2","1","1","1994","1","324","","299","299","299","","","LDKIDLOJ_01373","","GIPNDHBP_01477"
"group_602","","hypothetical protein","2","2","1","1","2022","1","271","","200","200","200","","","LDKIDLOJ_01400","","GIPNDHBP_01505"
"group_605","","hypothetical protein","2","2","1","1","2030","1","259","","242","242","242","","","LDKIDLOJ_01407","","GIPNDHBP_01513"
"group_608","","PD-(D/E)XK nuclease superfamily protein","2","2","1","1","2038","1","133","","1166","1166","1166","","","LDKIDLOJ_01414","","GIPNDHBP_01520"
"group_609","","hypothetical protein","2","2","1","1","2039","1","132","","362","362","362","","","LDKIDLOJ_01415","","GIPNDHBP_01521"
"group_613","","hypothetical protein","2","2","1","1","2116","1","127","","236","236","236","","","LDKIDLOJ_01945","HHCDGDKF_00367",""
"dut_2","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","2","2","1","1","2118","1","68","","533","533","533","","","LDKIDLOJ_01947","","GIPNDHBP_02049"
"group_616","","Endodeoxyribonuclease RusA","2","2","1","1","2125","1","252","","404","404","404","","","LDKIDLOJ_01956","HHCDGDKF_02050",""
"group_618","","hypothetical protein","2","2","1","1","2045","1","190","","140","140","140","","","LDKIDLOJ_01970","HHCDGDKF_02063",""
"group_634","","hypothetical protein","2","2","1","1","2162","1","172","","260","260","260","","","","HHCDGDKF_00349","GIPNDHBP_00843"
"group_635","","hypothetical protein","2","2","1","1","1693","1","245","","308","308","308","","","","HHCDGDKF_00363","GIPNDHBP_00862"
"group_636","","dUTPase","2","2","1","1","2028","1","261","","536","536","536","","","","HHCDGDKF_00365","GIPNDHBP_01511"
"group_640","","hypothetical protein","2","2","1","1","1681","1","64","","146","146","146","","","","HHCDGDKF_00370","GIPNDHBP_00869"
"group_641","","hypothetical protein","2","2","1","1","879","1","19","","1823","1823","1823","","","","HHCDGDKF_00391","GIPNDHBP_00890"
"group_642","","Bacteriophage holin","2","2","1","1","891","1","6","","437","437","437","","","","HHCDGDKF_00398","GIPNDHBP_00897"
"lytN_1","","putative cell wall hydrolase LytN","2","2","1","1","1179","1","5","","1445","1445","1445","","","","HHCDGDKF_00399","GIPNDHBP_00898"
"group_644","","MepB protein","2","2","1","1","1164","272","1","","416","440","428","","","","HHCDGDKF_00414","GIPNDHBP_00308"
"group_645","","superantigen-like protein","2","2","1","1","581","7","19","","344","677","510","","","","HHCDGDKF_00518","GIPNDHBP_00380"
"entA_1","","Enterotoxin type A","2","2","1","1","2202","5","42","","728","728","728","","","","HHCDGDKF_00918","GIPNDHBP_00805"
"entA_2","","Enterotoxin type A","2","2","1","1","2203","5","43","","728","728","728","","","","HHCDGDKF_00919","GIPNDHBP_00806"
"group_649","","Transposase","2","2","1","1","1484","284","1","","1361","1361","1361","","","","HHCDGDKF_01898","GIPNDHBP_01904"
"group_650","","Transposase","2","2","1","1","368","42","2","","1202","1202","1202","","","","HHCDGDKF_02374","GIPNDHBP_02227"
"group_651","","hypothetical protein","2","2","1","1","2145","1","177","","317","329","323","","","","HHCDGDKF_02059","GIPNDHBP_01524"
"group_652","","bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor","2","2","1","1","2440","2","221","","365","572","468","","","","HHCDGDKF_02148","GIPNDHBP_02788"
"group_653","","TDP-fucosamine acetyltransferase","2","2","1","1","2438","2","219","","530","542","536","","","","HHCDGDKF_02150","GIPNDHBP_02786"
"group_654","","Acetyltransferase (GNAT) family protein","2","2","1","1","3719","263","1","","335","401","368","","","","HHCDGDKF_02587","GIPNDHBP_02439"
"group_668","","putative lipoprotein","2","2","1","1","2664","18","5","","770","770","770","BPOBBBHG_00047","","","","GIPNDHBP_00068"
"group_669","","putative lipoprotein","2","2","1","1","2663","18","6","","803","803","803","BPOBBBHG_00048","","","","GIPNDHBP_00069"
"repN","","Replication initiation protein","2","2","1","1","954","30","4","","485","485","485","BPOBBBHG_00096","","","","GIPNDHBP_00117"
"repE","","Replication initiation protein","2","2","1","1","955","30","3","","290","290","290","BPOBBBHG_00097","","","","GIPNDHBP_00118"
"group_676","","hypothetical protein","2","2","1","1","969","27","6","","1394","1394","1394","BPOBBBHG_00108","","","HHCDGDKF_00176",""
"maa_1","","Maltose O-acetyltransferase","2","2","1","1","970","27","2","","557","557","557","BPOBBBHG_00109","","","HHCDGDKF_00177",""
"group_678","","Polysaccharide biosynthesis protein","2","2","1","1","971","27","1","","1238","1238","1238","BPOBBBHG_00110","","","HHCDGDKF_00178",""
"yknY","","putative ABC transporter ATP-binding protein YknY","2","2","1","1","917","11","10","","680","680","680","BPOBBBHG_00148","PCKNBOAI_00920","","",""
"macB","","Macrolide export ATP-binding/permease protein MacB","2","2","1","1","918","11","9","","1178","1178","1178","BPOBBBHG_00149","PCKNBOAI_00919","","",""
"group_683","","hypothetical protein","2","2","1","1","919","11","8","","221","221","221","BPOBBBHG_00150","PCKNBOAI_00918","","",""
"group_684","","hypothetical protein","2","2","1","1","920","11","7","","1718","1718","1718","BPOBBBHG_00151","PCKNBOAI_00917","","",""
"group_685","natA_1","ABC transporter ATP-binding protein NatA","2","2","1","1","922","11","5","","722","722","722","BPOBBBHG_00153","PCKNBOAI_00915","","",""
"group_686","","hypothetical protein","2","2","1","1","923","11","4","","176","176","176","BPOBBBHG_00154","PCKNBOAI_00914","","",""
"group_698","yezG_1","putative antitoxin YezG","2","2","1","1","902","6","50","","485","488","486","BPOBBBHG_00252","PCKNBOAI_00818","","",""
"group_705","","hypothetical protein","2","2","1","1","812","5","48","","209","209","209","BPOBBBHG_00323","","","HHCDGDKF_00924",""
"group_707","","hypothetical protein","2","2","1","1","820","5","14","","803","803","803","BPOBBBHG_00326","PCKNBOAI_00342","","",""
"group_708","","hypothetical protein","2","2","1","1","821","5","15","","272","272","272","BPOBBBHG_00327","PCKNBOAI_00341","","",""
"group_709","","hypothetical protein","2","2","1","1","830","5","33","","341","341","341","BPOBBBHG_00329","","","HHCDGDKF_00931",""
"group_710","","hypothetical protein","2","2","1","1","831","5","32","","578","578","578","BPOBBBHG_00330","","","HHCDGDKF_00932",""
"group_711","","hypothetical protein","2","2","1","1","817","5","24","","572","572","572","BPOBBBHG_00335","PCKNBOAI_00333","","",""
"group_712","","hypothetical protein","2","2","1","1","557","5","23","","296","296","296","BPOBBBHG_00336","PCKNBOAI_00332","","",""
"group_713","","preprotein translocase subunit SecB","2","2","1","1","558","5","22","","440","440","440","BPOBBBHG_00337","PCKNBOAI_00331","","",""
"group_714","","hypothetical protein","2","2","1","1","2317","5","21","","758","758","758","BPOBBBHG_00338","PCKNBOAI_00330","","",""
"group_719","","hypothetical protein","2","2","1","1","731","22","10","","392","392","392","BPOBBBHG_00364","","LDKIDLOJ_00352","",""
"group_72","melR_1","Melibiose operon regulatory protein","2","2","1","1","3066","49","1","","173","2192","1182","","","LDKIDLOJ_00612","","GIPNDHBP_00655"
"group_720","","hypothetical protein","2","2","1","1","730","22","8","","479","479","479","BPOBBBHG_00365","","LDKIDLOJ_00353","",""
"group_721","","hypothetical protein","2","2","1","1","729","22","7","","332","332","332","BPOBBBHG_00366","","LDKIDLOJ_00354","",""
"group_77","","Phage Mu protein F like protein","2","2","1","1","3124","9","12","","293","584","438","","","LDKIDLOJ_01172","","GIPNDHBP_01295"
"group_778","","hypothetical protein","2","2","1","1","1778","1","313","","905","905","905","BPOBBBHG_01364","PCKNBOAI_02285","","",""
"group_83","splF","Serine protease SplD","2","2","1","1","1532","4","24","","551","719","635","BPOBBBHG_01669","PCKNBOAI_01982","","",""
"gloB","","Hydroxyacylglutathione hydrolase","2","2","1","1","2863","123","1","","686","686","686","BPOBBBHG_02426","","","","GIPNDHBP_02681"
"group_847","","hypothetical protein","2","2","1","1","2788","105","1","","164","164","164","BPOBBBHG_02501","","LDKIDLOJ_02661","",""
"racA","","Chromosome-anchoring protein RacA","2","2","1","1","2471","2","195","","770","770","770","","PCKNBOAI_00010","","HHCDGDKF_02949",""
"group_878","","hypothetical protein","2","2","1","1","2472","2","196","","944","944","944","","PCKNBOAI_00011","","HHCDGDKF_02950",""
"group_879","","Replication protein","2","2","1","1","2473","2","197","","188","188","188","","PCKNBOAI_00012","","HHCDGDKF_02951",""
"group_880","","hypothetical protein","2","2","1","1","2474","2","198","","146","146","146","","PCKNBOAI_00013","","HHCDGDKF_02952",""
"group_882","","hypothetical protein","2","2","1","1","2456","2","215","","140","140","140","","PCKNBOAI_00017","","HHCDGDKF_02956",""
"group_883","","hypothetical protein","2","2","1","1","2514","2","211","","488","488","488","","PCKNBOAI_00018","","HHCDGDKF_02960",""
"group_884","","hypothetical protein","2","2","1","1","2515","2","210","","608","608","608","","PCKNBOAI_00019","","HHCDGDKF_02961",""
"ohrR","","Organic hydroperoxide resistance transcriptional regulator","2","2","1","1","2479","2","181","","419","419","419","","PCKNBOAI_00027","","","GIPNDHBP_02795"
"acuI","","putative acrylyl-CoA reductase AcuI","2","2","1","1","2478","2","182","","971","971","971","","PCKNBOAI_00028","","","GIPNDHBP_02796"
"group_903","","hypothetical protein","2","2","1","1","840","5","11","","383","383","383","","PCKNBOAI_00345","","","GIPNDHBP_00813"
"group_904","","hypothetical protein","2","2","1","1","2208","5","10","","203","203","203","","PCKNBOAI_00346","","","GIPNDHBP_00812"
"group_909","","hypothetical protein","2","2","1","1","2907","12","7","","632","632","632","","PCKNBOAI_00533","LDKIDLOJ_00546","",""
"group_911","","Ribonuclease","2","2","1","1","2908","238","1","","1394","1394","1394","","PCKNBOAI_00536","LDKIDLOJ_00543","",""
"group_939","","Helix-turn-helix","2","2","1","1","936","210","2","","1175","1175","1175","","PCKNBOAI_00970","","HHCDGDKF_00164",""
"eamA","","putative amino-acid metabolite efflux pump","2","2","1","1","2646","212","1","","872","872","872","","PCKNBOAI_01009","","","GIPNDHBP_00077"
"group_942","","putative lipoprotein","2","2","1","1","2656","18","11","","767","767","767","","PCKNBOAI_01015","","","GIPNDHBP_00071"
"group_948","","lineage-specific thermal regulator protein","2","2","1","1","2783","213","1","","338","338","338","","PCKNBOAI_01078","","","GIPNDHBP_02759"
"mpr","","Extracellular metalloprotease","2","2","1","1","2881","41","2","","1076","1076","1076","","PCKNBOAI_01175","LDKIDLOJ_02569","",""
"group_957","","hypothetical protein","2","2","1","1","93","23","8","","422","422","422","","PCKNBOAI_01293","","","GIPNDHBP_02543"
"group_97","","hypothetical protein","2","2","1","1","2085","1","114","","242","242","242","","","LDKIDLOJ_01954","HHCDGDKF_02047",""
"group_978","","hypothetical protein","2","2","1","1","2051","1","202","","182","182","182","","PCKNBOAI_01752","LDKIDLOJ_01977","",""
"group_979","","hypothetical protein","2","2","1","1","2052","1","201","","185","185","185","","PCKNBOAI_01753","LDKIDLOJ_01976","",""
"group_980","","hypothetical protein","2","2","1","1","2053","1","200","","146","146","146","","PCKNBOAI_01754","LDKIDLOJ_01975","",""
"group_981","","HIRAN domain protein","2","2","1","1","2054","1","199","","854","854","854","","PCKNBOAI_01755","LDKIDLOJ_01974","",""
"prtR","","HTH-type transcriptional regulator PrtR","2","2","1","1","2055","1","198","","716","716","716","","PCKNBOAI_01756","LDKIDLOJ_01973","",""
"group_983","","hypothetical protein","2","2","1","1","2056","1","197","","242","242","242","","PCKNBOAI_01757","LDKIDLOJ_01972","",""
"group_995","","hypothetical protein","2","2","1","1","2082","1","71","","245","245","245","","PCKNBOAI_01781","","","GIPNDHBP_02048"
"group_10","","hypothetical protein","1","1","1","1","89","146","1","","560","560","560","","","LDKIDLOJ_02393","",""
"group_1006","","Glycyl-glycine endopeptidase ALE-1","1","1","1","1","2328","1","92","","4544","4544","4544","","PCKNBOAI_01800","","",""
"group_1018","","hypothetical protein","1","1","1","1","1465","4","37","","236","236","236","","PCKNBOAI_01968","","",""
"group_1019","","hypothetical protein","1","1","1","1","1466","4","38","","494","494","494","","PCKNBOAI_01969","","",""
"group_1020","","hypothetical protein","1","1","1","1","1456","4","26","","791","791","791","","PCKNBOAI_01974","","",""
"group_1021","","hypothetical protein","1","1","1","1","1455","4","25","","473","473","473","","PCKNBOAI_01975","","",""
"group_1022","","hypothetical protein","1","1","1","1","1454","4","52","","581","581","581","","PCKNBOAI_01977","","",""
"group_1023","","EcoKI restriction-modification system protein HsdS","1","1","1","1","1537","4","23","","1229","1229","1229","","PCKNBOAI_01984","","",""
"group_1024","","hypothetical protein","1","1","1","1","1536","4","22","","500","500","500","","PCKNBOAI_01985","","",""
"group_1025","","hypothetical protein","1","1","1","1","1451","4","6","","626","626","626","","PCKNBOAI_01990","","",""
"group_1027","entA_4","Enterotoxin type A","1","1","1","1","1874","38","1","","473","473","473","","PCKNBOAI_02172","","",""
"group_1028","","putative multidrug-efflux transporter","1","1","1","1","1790","231","1","","1217","1217","1217","","PCKNBOAI_02263","","",""
"group_1029","","hypothetical protein","1","1","1","1","1705","1","310","","896","896","896","","PCKNBOAI_02286","","",""
"group_103","","hypothetical protein","1","1","1","1","2680","3","41","","254","254","254","","","","","GIPNDHBP_00055"
"group_1030","","hypothetical protein","1","1","1","1","1706","1","309","","254","254","254","","PCKNBOAI_02287","","",""
"group_1031","","hypothetical protein","1","1","1","1","1707","1","308","","956","956","956","","PCKNBOAI_02288","","",""
"group_1032","aroB","3-dehydroquinate synthase","1","1","1","1","1708","220","1","","1064","1064","1064","","PCKNBOAI_02307","","",""
"group_1037","","hypothetical protein","1","1","1","1","2594","3","83","","239","239","239","","","LDKIDLOJ_00028","",""
"group_1049","","hypothetical protein","1","1","1","1","2700","3","70","","1793","1793","1793","","","LDKIDLOJ_00043","",""
"group_1050","","hypothetical protein","1","1","1","1","2699","3","69","","296","296","296","","","LDKIDLOJ_00044","",""
"group_1051","","hypothetical protein","1","1","1","1","2698","3","68","","455","455","455","","","LDKIDLOJ_00045","",""
"group_1052","","hypothetical protein","1","1","1","1","2697","3","67","","1115","1115","1115","","","LDKIDLOJ_00046","",""
"group_1053","","hypothetical protein","1","1","1","1","2696","3","66","","932","932","932","","","LDKIDLOJ_00047","",""
"group_1054","","hypothetical protein","1","1","1","1","2695","3","65","","377","377","377","","","LDKIDLOJ_00048","",""
"group_1055","","hypothetical protein","1","1","1","1","2694","3","64","","497","497","497","","","LDKIDLOJ_00049","",""
"group_1056","","Adenylate and Guanylate cyclase catalytic domain protein","1","1","1","1","2693","3","63","","1271","1271","1271","","","LDKIDLOJ_00050","",""
"group_1057","","hypothetical protein","1","1","1","1","2692","3","62","","476","476","476","","","LDKIDLOJ_00051","",""
"group_1058","hsdM","Type I restriction enzyme EcoKI M protein","1","1","1","1","2691","3","61","","1514","1514","1514","","","LDKIDLOJ_00052","",""
"group_1059","","EcoKI restriction-modification system protein HsdS","1","1","1","1","2690","3","60","","1232","1232","1232","","","LDKIDLOJ_00053","",""
"hsdR_1","","Type-1 restriction enzyme R protein","1","1","1","1","2689","3","59","","3128","3128","3128","","","LDKIDLOJ_00054","",""
"group_1061","","hypothetical protein","1","1","1","1","2688","3","58","","707","707","707","","","LDKIDLOJ_00055","",""
"group_1062","","hypothetical protein","1","1","1","1","2687","3","57","","467","467","467","","","LDKIDLOJ_00056","",""
"group_1063","","hypothetical protein","1","1","1","1","2686","3","56","","557","557","557","","","LDKIDLOJ_00057","",""
"group_1064","emrB_1","Multidrug export protein EmrB","1","1","1","1","2685","3","55","","1517","1517","1517","","","LDKIDLOJ_00058","",""
"group_1065","","Bacterial regulatory proteins, tetR family","1","1","1","1","2684","3","54","","572","572","572","","","LDKIDLOJ_00059","",""
"group_1066","","hypothetical protein","1","1","1","1","2619","15","1","","419","419","419","","","LDKIDLOJ_00067","",""
"group_1067","","putative lipoprotein","1","1","1","1","2653","148","2","","770","770","770","","","LDKIDLOJ_00074","",""
"group_1068","","putative lipoprotein","1","1","1","1","2654","148","1","","767","767","767","","","LDKIDLOJ_00075","",""
"group_1070","","hypothetical protein","1","1","1","1","925","195","1","","839","839","839","","","LDKIDLOJ_00165","",""
"group_1073","","Staphylocoagulase","1","1","1","1","912","190","1","","1970","1970","1970","","","LDKIDLOJ_00194","",""
"group_1076","eccC3","ESX-3 secretion system protein EccC3","1","1","1","1","1109","6","41","","4430","4430","4430","","","LDKIDLOJ_00252","",""
"group_1077","","hypothetical protein","1","1","1","1","1108","6","42","","1079","1079","1079","","","LDKIDLOJ_00253","",""
"group_1078","","hypothetical protein","1","1","1","1","1107","6","43","","290","290","290","","","LDKIDLOJ_00254","",""
"group_1079","","Bacillus transposase protein","1","1","1","1","1106","6","44","","1262","1262","1262","","","LDKIDLOJ_00255","",""
"group_1080","","hypothetical protein","1","1","1","1","1105","6","45","","413","413","413","","","LDKIDLOJ_00256","",""
"group_1081","yezG_1","putative antitoxin YezG","1","1","1","1","1097","6","32","","500","500","500","","","LDKIDLOJ_00263","",""
"yezG_2","","putative antitoxin YezG","1","1","1","1","1096","6","31","","488","488","488","","","LDKIDLOJ_00264","",""
"group_1083","ydaF","Putative ribosomal N-acetyltransferase YdaF","1","1","1","1","780","158","1","","545","545","545","","","LDKIDLOJ_00303","",""
"group_1084","","hypothetical protein","1","1","1","1","786","152","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","239","239","239","","","LDKIDLOJ_00305","",""
"group_1085","","superantigen-like protein","1","1","1","1","559","188","1","","611","611","611","","","LDKIDLOJ_00331","",""
"group_1086","","Transglycosylase associated protein","1","1","1","1","774","196","1","","254","254","254","","","LDKIDLOJ_00336","",""
"group_1087","","hypothetical protein","1","1","1","1","560","160","1","","1622","1622","1622","","","LDKIDLOJ_00340","",""
"group_1088","","hypothetical protein","1","1","1","1","728","22","6","","584","584","584","","","LDKIDLOJ_00355","",""
"tst_1","","Toxic shock syndrome toxin-1","1","1","1","1","719","7","5","","680","680","680","","","LDKIDLOJ_00359","",""
"group_109","","hypothetical protein","1","1","1","1","932","27","3","","389","389","389","","","","HHCDGDKF_00173",""
"group_1090","","superantigen-like protein","1","1","1","1","718","7","6","","701","701","701","","","LDKIDLOJ_00360","",""
"group_1091","","superantigen-like protein","1","1","1","1","717","7","7","","1031","1031","1031","","","LDKIDLOJ_00361","",""
"group_1092","","superantigen-like protein 5","1","1","1","1","716","7","8","","704","704","704","","","LDKIDLOJ_00362","",""
"group_1093","","superantigen-like protein","1","1","1","1","715","7","9","","695","695","695","","","LDKIDLOJ_00363","",""
"speC","","Exotoxin type C","1","1","1","1","714","7","10","","698","698","698","","","LDKIDLOJ_00364","",""
"group_1095","tst_2","Toxic shock syndrome toxin-1","1","1","1","1","576","7","11","","683","683","683","","","LDKIDLOJ_00365","",""
"group_1096","","EcoKI restriction-modification system protein HsdS","1","1","1","1","693","7","4","","1259","1259","1259","","","LDKIDLOJ_00367","",""
"group_1097","","superantigen-like protein","1","1","1","1","692","7","3","","686","686","686","","","LDKIDLOJ_00368","",""
"group_1098","","hypothetical protein","1","1","1","1","691","7","2","","1484","1484","1484","","","LDKIDLOJ_00369","",""
"lpl2_1","","putative lipoprotein","1","1","1","1","685","126","1","","812","812","812","","","LDKIDLOJ_00371","",""
"group_11","","hypothetical protein","1","1","1","1","3527","132","2","","227","227","227","","","LDKIDLOJ_02508","",""
"group_1100","","putative lipoprotein","1","1","1","1","684","126","2","","782","782","782","","","LDKIDLOJ_00372","",""
"group_1101","lpl2_2","putative lipoprotein","1","1","1","1","683","126","3","","794","794","794","","","LDKIDLOJ_00373","",""
"group_1102","","putative lipoprotein","1","1","1","1","682","126","4","","797","797","797","","","LDKIDLOJ_00374","",""
"group_1103","","putative lipoprotein","1","1","1","1","681","126","5","","812","812","812","","","LDKIDLOJ_00375","",""
"group_1104","","hypothetical protein","1","1","1","1","680","126","6","","1328","1328","1328","","","LDKIDLOJ_00376","",""
"group_1105","sdrD","Serine-aspartate repeat-containing protein D","1","1","1","1","2951","35","1","","4073","4073","4073","","","LDKIDLOJ_00510","",""
"group_1106","","hypothetical protein","1","1","1","1","3117","140","2","","203","203","203","","","LDKIDLOJ_00567","",""
"group_1107","xerD_1","Tyrosine recombinase XerD","1","1","1","1","3116","140","1","","560","560","560","","","LDKIDLOJ_00568","",""
"group_1108","graS_1","Sensor histidine kinase GraS","1","1","1","1","3077","133","2","","1040","1040","1040","","","LDKIDLOJ_00605","",""
"group_1109","bceA_1","Bacitracin export ATP-binding protein BceA","1","1","1","1","3076","133","3","","761","761","761","","","LDKIDLOJ_00606","",""
"group_1110","bceB_1","Bacitracin export permease protein BceB","1","1","1","1","3075","133","1","","1889","1889","1889","","","LDKIDLOJ_00607","",""
"group_1111","","hypothetical protein","1","1","1","1","3063","189","1","","473","473","473","","","LDKIDLOJ_00615","",""
"group_1112","","hypothetical protein","1","1","1","1","3060","163","1","","164","164","164","","","LDKIDLOJ_00618","",""
"group_1113","","hypothetical protein","1","1","1","1","2251","183","1","","182","182","182","","","LDKIDLOJ_00678","",""
"mleS","","Malolactic enzyme","1","1","1","1","2288","182","1","","1634","1634","1634","","","LDKIDLOJ_00717","",""
"group_1115","","Staphylocoagulase","1","1","1","1","2211","208","2","","1508","1508","1508","","","LDKIDLOJ_00736","",""
"group_1116","","hypothetical protein","1","1","1","1","2223","166","1","","218","218","218","","","LDKIDLOJ_00741","",""
"group_1117","","hypothetical protein","1","1","1","1","1183","193","1","","221","221","221","","","LDKIDLOJ_00825","",""
"group_1118","leuA_1","2-isopropylmalate synthase","1","1","1","1","1186","14","1","","1145","1145","1145","","","LDKIDLOJ_00829","",""
"group_1119","","Putative threonylcarbamoyl-AMP synthase","1","1","1","1","1185","14","2","","641","641","641","","","LDKIDLOJ_00830","",""
"group_1120","","hypothetical protein","1","1","1","1","1184","14","3","","1121","1121","1121","","","LDKIDLOJ_00831","",""
"group_1121","sspA","Glutamyl endopeptidase","1","1","1","1","1269","157","1","","1064","1064","1064","","","LDKIDLOJ_00905","",""
"group_1122","pbpX_1","Putative penicillin-binding protein PbpX","1","1","1","1","1262","198","1","","1193","1193","1193","","","LDKIDLOJ_00913","",""
"group_1123","","hypothetical protein","1","1","1","1","3194","192","1","","503","503","503","","","LDKIDLOJ_01005","",""
"group_1124","flr","FPRL1 inhibitory protein","1","1","1","1","3167","168","1","","395","395","395","","","LDKIDLOJ_01007","",""
"group_1125","","hypothetical protein","1","1","1","1","3203","8","16","","125","125","125","","","LDKIDLOJ_01009","",""
"group_1126","","Integrase core domain protein","1","1","1","1","3204","8","17","","1235","1235","1235","","","LDKIDLOJ_01010","",""
"group_1127","fib_2","Fibrinogen-binding protein","1","1","1","1","3206","8","19","","377","377","377","","","LDKIDLOJ_01012","",""
"group_1128","scn_2","Staphylococcal complement inhibitor","1","1","1","1","3207","8","20","","350","350","350","","","LDKIDLOJ_01013","",""
"group_1129","","hypothetical protein","1","1","1","1","3208","8","21","","185","185","185","","","LDKIDLOJ_01014","",""
"group_1130","","hypothetical protein","1","1","1","1","3209","8","22","","233","233","233","","","LDKIDLOJ_01015","",""
"group_1131","","hypothetical protein","1","1","1","1","3211","8","15","","197","197","197","","","LDKIDLOJ_01017","",""
"group_1132","","superantigen-like protein","1","1","1","1","3212","8","14","","716","716","716","","","LDKIDLOJ_01018","",""
"group_1133","speH","Exotoxin type H","1","1","1","1","3213","8","13","","725","725","725","","","LDKIDLOJ_01019","",""
"group_1134","","hypothetical protein","1","1","1","1","3218","156","1","","227","227","227","","","LDKIDLOJ_01024","",""
"group_1135","","TM2 domain protein","1","1","1","1","3263","179","1","","203","203","203","","","LDKIDLOJ_01068","",""
"group_1138","","Transposase","1","1","1","1","3120","144","1","","728","728","728","","","LDKIDLOJ_01212","",""
"group_1139","","Integrase core domain protein","1","1","1","1","3402","144","2","","788","788","788","","","LDKIDLOJ_01213","",""
"pabA","","Aminodeoxychorismate/anthranilate synthase component 2","1","1","1","1","3418","161","1","","566","566","566","","","LDKIDLOJ_01230","",""
"group_1148","","hypothetical protein","1","1","1","1","2894","2","170","","173","173","173","","","LDKIDLOJ_01247","",""
"group_1149","","hypothetical protein","1","1","1","1","2895","2","171","","491","491","491","","","LDKIDLOJ_01248","",""
"group_1150","","hypothetical protein","1","1","1","1","2896","2","172","","143","143","143","","","LDKIDLOJ_01249","",""
"group_1151","","hypothetical protein","1","1","1","1","2897","2","173","","266","266","266","","","LDKIDLOJ_01250","",""
"group_1158","","hypothetical protein","1","1","1","1","1720","21","1","","149","149","149","","","LDKIDLOJ_01312","",""
"group_1159","rnhA","14.7 kDa ribonuclease H-like protein","1","1","1","1","1721","21","2","","401","401","401","","","LDKIDLOJ_01313","",""
"ebhA","","Extracellular matrix-binding protein EbhA","1","1","1","1","1722","21","3","","4271","4271","4271","","","LDKIDLOJ_01314","",""
"group_1161","aroB","3-dehydroquinate synthase","1","1","1","1","1709","164","1","","1064","1064","1064","","","LDKIDLOJ_01345","",""
"group_1162","","hypothetical protein","1","1","1","1","1982","1","280","","887","887","887","","","LDKIDLOJ_01364","",""
"group_1163","","hypothetical protein","1","1","1","1","1777","1","278","","146","146","146","","","LDKIDLOJ_01366","",""
"group_1164","","hypothetical protein","1","1","1","1","1704","1","319","","347","347","347","","","LDKIDLOJ_01368","",""
"bcgIB","","Restriction enzyme BgcI subunit beta","1","1","1","1","1703","1","320","","1010","1010","1010","","","LDKIDLOJ_01369","",""
"bcgIA","","Restriction enzyme BgcI subunit alpha","1","1","1","1","1702","1","321","","1904","1904","1904","","","LDKIDLOJ_01370","",""
"group_1188","","HNH endonuclease","1","1","1","1","2017","1","346","","314","314","314","","","LDKIDLOJ_01395","",""
"group_1189","","hypothetical protein","1","1","1","1","2018","1","347","","437","437","437","","","LDKIDLOJ_01396","",""
"group_119","","Efem/EfeO family lipoprotein","1","1","1","1","787","260","1","","161","161","161","","","","HHCDGDKF_00422",""
"group_1193","","Transcriptional activator RinB","1","1","1","1","1696","1","269","","155","155","155","","","LDKIDLOJ_01401","",""
"group_1194","","hypothetical protein","1","1","1","1","1698","1","267","","236","236","236","","","LDKIDLOJ_01403","",""
"group_1195","dut_1","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","1","1694","1","1","","527","527","527","","","LDKIDLOJ_01405","",""
"group_1200","","hypothetical protein","1","1","1","1","2037","1","134","","554","554","554","","","LDKIDLOJ_01413","",""
"group_1201","","hypothetical protein","1","1","1","1","2040","1","131","","323","323","323","","","LDKIDLOJ_01416","",""
"group_1202","","hypothetical protein","1","1","1","1","1659","1","143","","215","215","215","","","LDKIDLOJ_01419","",""
"group_1203","","hypothetical protein","1","1","1","1","1658","1","142","","365","365","365","","","LDKIDLOJ_01420","",""
"group_1204","","hypothetical protein","1","1","1","1","1657","1","290","","245","245","245","","","LDKIDLOJ_01421","",""
"group_1205","","hypothetical protein","1","1","1","1","1656","1","291","","380","380","380","","","LDKIDLOJ_01422","",""
"group_1206","","hypothetical protein","1","1","1","1","1655","1","292","","197","197","197","","","LDKIDLOJ_01423","",""
